,headTimestamp,stock_code
582,20171122  16:00:00,AAPL  180316C00010000
583,20180207  14:31:26,AAPL  180316C00110000
584,20180129  19:31:01,AAPL  180316C00115000
585,20171122  16:00:00,AAPL  180316C00012500
586,20180125  17:41:33,AAPL  180316C00120000
587,20180126  14:47:49,AAPL  180316C00125000
588,20180122  16:19:20,AAPL  180316C00130000
589,20180122  18:29:26,AAPL  180316C00135000
590,20180122  17:33:27,AAPL  180316C00140000
591,20180122  19:12:15,AAPL  180316C00145000
592,20180122  15:29:10,AAPL  180316C00150000
593,20180124  14:50:11,AAPL  180316C00155000
594,20171122  16:00:00,AAPL  180316C00015000
595,20180122  16:55:03,AAPL  180316C00160000
596,20180122  18:38:10,AAPL  180316C00165000
597,20171122  16:00:00,AAPL  180316C00017500
598,20180122  14:39:09,AAPL  180316C00170000
599,20180122  14:38:20,AAPL  180316C00180000
600,20180122  14:32:09,AAPL  180316C00185000
601,20180122  14:32:43,AAPL  180316C00190000
602,20180122  14:36:36,AAPL  180316C00195000
603,20180312  13:45:59,AAPL  180316C00002500
604,20180122  14:49:34,AAPL  180316C00200000
605,20180122  15:24:04,AAPL  180316C00205000
606,20180214  14:37:03,AAPL  180316C00020000
607,20180122  14:43:47,AAPL  180316C00210000
608,20180122  14:41:24,AAPL  180316C00215000
609,20180212  16:47:55,AAPL  180316C00022500
610,20180122  14:40:15,AAPL  180316C00220000
611,20180122  19:59:21,AAPL  180316C00225000
612,20180122  19:55:54,AAPL  180316C00230000
613,20180131  16:07:41,AAPL  180316C00235000
614,20180124  15:00:13,AAPL  180316C00240000
615,20180129  15:36:06,AAPL  180316C00245000
616,20180209  14:59:13,AAPL  180316C00250000
617,20180131  19:00:58,AAPL  180316C00255000
618,20171122  16:00:00,AAPL  180316C00025000
619,20171122  16:00:00,AAPL  180316C00260000
620,20180209  14:56:48,AAPL  180316C00265000
621,20180129  17:56:06,AAPL  180316C00270000
622,20180222  17:42:43,AAPL  180316C00275000
623,20171122  16:00:00,AAPL  180316C00280000
624,20171122  16:00:00,AAPL  180316C00285000
625,20171122  16:00:00,AAPL  180316C00290000
626,20171122  16:00:00,AAPL  180316C00295000
627,20180123  16:23:20,AAPL  180316C00300000
628,20171122  16:00:00,AAPL  180316C00305000
629,20171122  16:00:00,AAPL  180316C00030000
630,20171122  16:00:00,AAPL  180316C00310000
631,20171122  16:00:00,AAPL  180316C00315000
632,20171122  16:00:00,AAPL  180316C00320000
633,20171122  16:00:00,AAPL  180316C00325000
634,20171122  16:00:00,AAPL  180316C00330000
635,20171122  16:00:00,AAPL  180316C00335000
636,20171122  16:00:00,AAPL  180316C00340000
637,20171122  16:00:00,AAPL  180316C00345000
638,20180312  13:45:04,AAPL  180316C00350000
639,20171122  16:00:00,AAPL  180316C00355000
640,20171122  16:00:00,AAPL  180316C00035000
641,20180124  14:35:45,AAPL  180316C00360000
642,20171122  16:00:00,AAPL  180316C00040000
643,20171122  16:00:00,AAPL  180316C00045000
644,20180228  18:50:39,AAPL  180316C00050000
645,20180228  18:50:39,AAPL  180316C00055000
646,20180228  18:50:39,AAPL  180316C00005000
647,20171122  16:00:00,AAPL  180316C00060000
648,20171122  16:00:00,AAPL  180316C00065000
649,20180312  19:50:00,AAPL  180316C00007500
650,20171122  16:00:00,AAPL  180316C00070000
651,20171122  16:00:00,AAPL  180316C00075000
652,20171122  16:00:00,AAPL  180316C00080000
653,20171122  16:00:00,AAPL  180316C00085000
654,20180301  18:51:47,AAPL  180316C00090000
655,20171122  16:00:00,AAPL  180316C00095000
656,20180126  16:40:41,AAPL  180316P00100000
657,20180206  14:55:46,AAPL  180316P00105000
658,20171122  16:00:00,AAPL  180316P00010000
659,20180125  19:20:07,AAPL  180316P00110000
660,20180131  20:39:01,AAPL  180316P00115000
661,20171122  16:00:00,AAPL  180316P00012500
662,20180125  18:29:26,AAPL  180316P00120000
663,20180122  16:04:21,AAPL  180316P00125000
664,20180122  16:04:44,AAPL  180316P00130000
665,20180124  17:57:45,AAPL  180316P00135000
666,20180122  14:57:53,AAPL  180316P00140000
667,20180122  17:02:34,AAPL  180316P00145000
668,20180122  14:47:21,AAPL  180316P00150000
669,20180122  14:37:03,AAPL  180316P00155000
670,20171122  16:00:00,AAPL  180316P00015000
671,20180122  14:36:35,AAPL  180316P00160000
672,20180122  14:34:12,AAPL  180316P00165000
673,20171122  16:00:00,AAPL  180316P00017500
674,20180122  14:30:02,AAPL  180316P00170000
675,20180122  14:31:11,AAPL  180316P00175000
676,20180122  14:42:07,AAPL  180316P00180000
677,20180122  17:16:27,AAPL  180316P00185000
678,20180122  17:39:10,AAPL  180316P00190000
679,20180123  18:38:11,AAPL  180316P00195000
680,20180131  19:12:30,AAPL  180316P00002500
681,20180123  14:49:30,AAPL  180316P00200000
682,20171122  16:00:00,AAPL  180316P00205000
683,20171122  16:00:00,AAPL  180316P00020000
684,20180125  19:10:10,AAPL  180316P00210000
685,20171122  16:00:00,AAPL  180316P00215000
686,20171122  16:00:00,AAPL  180316P00022500
687,20171122  16:00:00,AAPL  180316P00220000
688,20171122  16:00:00,AAPL  180316P00225000
689,20171122  16:00:00,AAPL  180316P00230000
690,20171122  16:00:00,AAPL  180316P00235000
691,20171122  16:00:00,AAPL  180316P00240000
692,20171122  16:00:00,AAPL  180316P00245000
693,20180124  18:05:53,AAPL  180316P00250000
694,20171122  16:00:00,AAPL  180316P00255000
695,20171122  16:00:00,AAPL  180316P00025000
696,20180205  14:34:34,AAPL  180316P00260000
697,20171122  16:00:00,AAPL  180316P00265000
698,20171122  16:00:00,AAPL  180316P00270000
699,20171122  16:00:00,AAPL  180316P00275000
700,20171122  16:00:00,AAPL  180316P00280000
701,20171122  16:00:00,AAPL  180316P00285000
702,20171122  16:00:00,AAPL  180316P00290000
703,20171122  16:00:00,AAPL  180316P00295000
704,20180206  14:30:00,AAPL  180316P00300000
705,20171122  16:00:00,AAPL  180316P00305000
706,20171122  16:00:00,AAPL  180316P00030000
707,20171122  16:00:00,AAPL  180316P00310000
708,20171122  16:00:00,AAPL  180316P00315000
709,20171122  16:00:00,AAPL  180316P00320000
710,20171122  16:00:00,AAPL  180316P00325000
711,20171122  16:00:00,AAPL  180316P00330000
712,20171122  16:00:00,AAPL  180316P00335000
713,20171122  16:00:00,AAPL  180316P00340000
714,20171122  16:00:00,AAPL  180316P00345000
715,20171122  16:00:00,AAPL  180316P00350000
716,20171122  16:00:00,AAPL  180316P00355000
717,20180209  16:41:35,AAPL  180316P00035000
718,20180307  20:06:40,AAPL  180316P00360000
719,20171122  16:00:00,AAPL  180316P00040000
720,20171122  16:00:00,AAPL  180316P00045000
721,20171122  16:00:00,AAPL  180316P00050000
722,20180223  20:00:58,AAPL  180316P00055000
723,20171122  16:00:00,AAPL  180316P00005000
724,20171122  16:00:00,AAPL  180316P00060000
725,20171122  16:00:00,AAPL  180316P00065000
726,20171122  16:00:00,AAPL  180316P00007500
727,20171122  16:00:00,AAPL  180316P00070000
728,20171122  16:00:00,AAPL  180316P00075000
729,20180131  20:00:14,AAPL  180316P00080000
730,20171122  16:00:00,AAPL  180316P00085000
731,20180129  14:59:16,AAPL  180316P00090000
732,20180201  19:22:09,AAPL  180316P00095000
733,20180201  19:29:45,AAPL  180323C00143000
734,20180206  18:12:07,AAPL  180323C00144000
735,20180202  14:37:26,AAPL  180323C00145000
736,20180207  15:30:05,AAPL  180323C00146000
737,20180205  16:04:04,AAPL  180323C00147000
738,20180205  16:30:22,AAPL  180323C00148000
739,20180202  17:09:31,AAPL  180323C00149000
740,20180201  20:03:20,AAPL  180323C00150000
741,20180202  15:17:21,AAPL  180323C00152500
742,20180202  17:04:52,AAPL  180323C00155000
743,20180201  20:20:38,AAPL  180323C00157500
744,20180201  16:57:53,AAPL  180323C00160000
745,20180201  18:32:00,AAPL  180323C00162500
746,20180201  15:42:13,AAPL  180323C00165000
747,20180201  16:40:19,AAPL  180323C00167500
748,20180201  15:08:23,AAPL  180323C00170000
749,20180201  15:06:35,AAPL  180323C00172500
750,20180201  15:15:02,AAPL  180323C00175000
751,20180201  15:15:02,AAPL  180323C00177500
752,20180201  16:07:25,AAPL  180323C00180000
753,20180205  14:30:02,AAPL  180323C00182500
754,20180201  15:32:04,AAPL  180323C00185000
755,20180202  15:03:28,AAPL  180323C00187500
756,20180208  17:33:00,AAPL  180518C00120000
757,20180206  20:34:06,AAPL  180518C00125000
758,20180205  20:23:08,AAPL  180518C00130000
759,20180208  18:37:43,AAPL  180518C00135000
760,20180205  16:47:55,AAPL  180518C00140000
761,20180205  14:45:55,AAPL  180518C00145000
762,20180205  14:49:15,AAPL  180518C00150000
763,20180205  14:56:26,AAPL  180518C00155000
764,20180205  14:42:44,AAPL  180518C00160000
765,20180205  14:51:37,AAPL  180518C00165000
766,20180205  14:33:57,AAPL  180518C00170000
767,20180205  15:10:18,AAPL  180518C00175000
768,20180205  15:07:14,AAPL  180518C00180000
769,20180205  16:22:23,AAPL  180518C00185000
770,20180205  15:58:56,AAPL  180518C00190000
771,20180205  15:29:45,AAPL  180518C00195000
772,20180205  14:34:14,AAPL  180518C00200000
773,20180206  15:42:44,AAPL  180518P00120000
774,20180205  16:11:42,AAPL  180518P00125000
775,20180206  14:30:10,AAPL  180518P00130000
776,20180205  16:45:15,AAPL  180518P00135000
777,20180205  14:42:19,AAPL  180518P00140000
778,20180205  14:42:19,AAPL  180518P00145000
779,20180205  14:48:55,AAPL  180518P00150000
780,20180205  15:15:10,AAPL  180518P00155000
781,20180205  15:32:36,AAPL  180518P00160000
782,20180205  16:14:54,AAPL  180518P00170000
783,20180205  15:44:18,AAPL  180518P00175000
784,20180205  15:18:25,AAPL  180518P00180000
785,20180207  20:22:43,AAPL  180518P00185000
786,20180207  20:27:13,AAPL  180518P00190000
787,20180209  16:13:03,AAPL  180518P00195000
788,20180212  20:57:58,AAPL  180518P00200000
789,20171122  16:00:00,AAPL  180323C00141000
790,20180214  18:11:17,AAPL  180323C00142000
791,20180209  14:47:54,AAPL  180323P00141000
792,20180209  17:01:21,AAPL  180323P00142000
793,20180209  15:17:48,AAPL  180329C00150000
794,20180209  17:42:44,AAPL  180329C00152500
795,20180209  14:33:41,AAPL  180329C00155000
796,20180209  14:38:33,AAPL  180329C00157500
797,20180209  14:34:57,AAPL  180329C00160000
798,20180209  15:02:22,AAPL  180329C00162500
799,20180209  14:35:14,AAPL  180329C00165000
800,20180209  16:13:50,AAPL  180329C00167500
801,20180209  14:33:22,AAPL  180329C00170000
802,20180209  14:33:22,AAPL  180329C00172500
803,20180209  14:37:21,AAPL  180329C00175000
804,20180209  18:43:55,AAPL  180329C00177500
805,20180209  14:37:21,AAPL  180329C00180000
806,20180212  14:34:34,AAPL  180329C00182500
807,20180209  18:19:54,AAPL  180329C00185000
808,20180213  15:25:42,AAPL  180329C00187500
809,20180209  18:49:41,AAPL  180329C00190000
810,20180215  18:15:12,AAPL  180329C00192500
811,20180212  16:52:52,AAPL  180329C00195000
812,20180209  14:40:52,AAPL  180329P00140000
813,20180209  14:47:10,AAPL  180329P00141000
814,20180209  17:40:39,AAPL  180329P00142000
815,20180209  18:02:44,AAPL  180329P00143000
816,20180209  20:16:10,AAPL  180329P00144000
817,20180209  15:11:25,AAPL  180329P00145000
818,20180209  19:40:16,AAPL  180329P00146000
819,20180209  14:45:57,AAPL  180329P00147000
820,20180209  17:08:00,AAPL  180329P00148000
821,20180209  18:16:23,AAPL  180329P00149000
822,20180209  14:33:22,AAPL  180329P00150000
823,20180209  14:33:22,AAPL  180329P00152500
824,20180209  14:54:34,AAPL  180329P00155000
825,20180209  14:38:29,AAPL  180329P00157500
826,20180209  15:25:50,AAPL  180329P00160000
827,20180209  15:41:17,AAPL  180329P00162500
828,20180209  14:53:44,AAPL  180329P00165000
829,20180212  16:00:22,AAPL  180329P00167500
830,20180209  16:33:12,AAPL  180329P00170000
831,20180209  15:13:49,AAPL  180329P00172500
832,20180212  20:34:28,AAPL  180329P00175000
833,20180209  16:03:57,AAPL  180329P00177500
834,20180209  18:01:42,AAPL  180329P00180000
835,20180209  16:03:57,AAPL  180329P00182500
836,20180213  17:19:58,AAPL  180329P00185000
837,20180226  19:27:32,AAPL  180329P00187500
838,20180226  17:05:16,AAPL  180329P00190000
839,20180216  16:46:28,AAPL  180329P00192500
840,20180307  19:29:51,AAPL  180329P00195000
841,20171122  16:00:00,AAPL  180323C00115000
842,20171122  16:00:00,AAPL  180323C00120000
843,20171122  16:00:00,AAPL  180323C00125000
844,20171122  16:00:00,AAPL  180323C00138000
845,20171122  16:00:00,AAPL  180323C00139000
846,20171122  16:00:00,AAPL  180323P00115000
847,20180213  18:17:25,AAPL  180323P00120000
848,20180212  14:58:24,AAPL  180323P00125000
849,20171122  16:00:00,AAPL  180323P00138000
850,20171122  16:00:00,AAPL  180323P00139000
851,20180215  15:37:34,AAPL  180329C00115000
852,20171122  16:00:00,AAPL  180329C00120000
853,20171122  16:00:00,AAPL  180329C00125000
854,20180226  18:33:21,AAPL  180329C00130000
855,20171122  16:00:00,AAPL  180329C00135000
856,20171122  16:00:00,AAPL  180329P00115000
857,20180214  15:53:28,AAPL  180329P00120000
858,20180215  18:33:00,AAPL  180329P00125000
859,20180212  18:01:11,AAPL  180329P00130000
860,20180213  15:43:21,AAPL  180329P00135000
861,20180306  16:25:14,AAPL  180518C00110000
862,20171122  16:00:00,AAPL  180518C00115000
863,20180212  18:28:54,AAPL  180518P00110000
864,20180215  14:44:58,AAPL  180518P00115000
865,20171122  16:00:00,AAPL  180817C00100000
866,20171122  16:00:00,AAPL  180817C00105000
867,20180216  17:27:53,AAPL  180817C00110000
868,20180215  14:49:45,AAPL  180817C00115000
869,20180227  16:14:42,AAPL  180817C00120000
870,20180226  20:45:33,AAPL  180817C00125000
871,20180301  18:53:00,AAPL  180817C00130000
872,20171122  16:00:00,AAPL  180817C00135000
873,20180215  14:46:18,AAPL  180817C00140000
874,20180220  14:40:22,AAPL  180817C00145000
875,20180220  18:21:05,AAPL  180817C00150000
876,20180215  14:31:23,AAPL  180817C00155000
877,20180215  16:56:31,AAPL  180817C00160000
878,20180215  14:34:50,AAPL  180817C00165000
879,20180215  14:41:42,AAPL  180817C00170000
880,20180215  14:48:48,AAPL  180817C00175000
881,20180215  14:37:19,AAPL  180817C00180000
882,20180215  16:25:26,AAPL  180817C00185000
883,20180215  15:05:32,AAPL  180817C00190000
884,20180216  15:43:55,AAPL  180817C00195000
885,20180215  15:42:34,AAPL  180817C00200000
886,20180220  17:39:06,AAPL  180817P00100000
887,20180302  15:30:25,AAPL  180817P00105000
888,20180216  20:01:40,AAPL  180817P00110000
889,20180215  15:25:11,AAPL  180817P00115000
890,20180215  17:00:05,AAPL  180817P00120000
891,20180220  17:42:37,AAPL  180817P00125000
892,20180220  15:30:38,AAPL  180817P00130000
893,20180215  15:56:50,AAPL  180817P00135000
894,20180215  16:58:33,AAPL  180817P00140000
895,20180215  17:45:57,AAPL  180817P00145000
896,20180215  15:54:24,AAPL  180817P00150000
897,20180215  17:01:04,AAPL  180817P00155000
898,20180215  14:32:58,AAPL  180817P00160000
899,20180215  14:32:58,AAPL  180817P00165000
900,20180215  16:56:49,AAPL  180817P00170000
901,20180216  15:15:43,AAPL  180817P00175000
902,20180222  19:15:23,AAPL  180817P00180000
903,20180215  15:10:09,AAPL  180817P00185000
904,20180216  18:17:17,AAPL  180817P00190000
905,20180216  14:50:58,AAPL  180817P00195000
906,20180228  16:33:56,AAPL  180817P00200000
907,20171122  16:00:00,AAPL  181116C00100000
908,20171122  16:00:00,AAPL  181116C00105000
909,20171122  16:00:00,AAPL  181116C00110000
910,20171122  16:00:00,AAPL  181116C00115000
911,20180215  14:33:28,AAPL  181116C00120000
912,20180216  17:59:19,AAPL  181116C00125000
913,20180313  15:09:41,AAPL  181116C00130000
914,20180223  16:24:14,AAPL  181116C00135000
915,20180221  14:50:46,AAPL  181116C00140000
916,20180215  16:12:57,AAPL  181116C00145000
917,20180215  15:32:40,AAPL  181116C00150000
918,20180215  18:46:04,AAPL  181116C00155000
919,20180215  14:42:29,AAPL  181116C00160000
920,20180215  14:45:32,AAPL  181116C00165000
921,20180215  16:14:59,AAPL  181116C00170000
922,20180215  14:52:29,AAPL  181116C00175000
923,20180215  16:55:09,AAPL  181116C00180000
924,20180215  14:54:28,AAPL  181116C00185000
925,20180215  16:13:41,AAPL  181116C00190000
926,20180216  15:34:30,AAPL  181116C00195000
927,20180215  16:23:26,AAPL  181116C00200000
928,20180220  20:32:35,AAPL  181116P00100000
929,20180216  15:55:41,AAPL  181116P00105000
930,20180221  16:10:43,AAPL  181116P00110000
931,20180220  17:25:56,AAPL  181116P00115000
932,20180216  17:05:56,AAPL  181116P00120000
933,20180216  19:04:27,AAPL  181116P00125000
934,20180215  16:12:01,AAPL  181116P00130000
935,20180215  14:55:49,AAPL  181116P00135000
936,20180215  14:56:58,AAPL  181116P00140000
937,20180220  16:10:51,AAPL  181116P00145000
938,20180215  15:53:16,AAPL  181116P00150000
939,20180215  15:20:38,AAPL  181116P00155000
940,20180215  15:03:48,AAPL  181116P00160000
941,20180215  19:32:30,AAPL  181116P00165000
942,20180216  14:30:00,AAPL  181116P00170000
943,20180215  17:43:40,AAPL  181116P00175000
944,20180216  18:41:13,AAPL  181116P00180000
945,20180220  16:10:46,AAPL  181116P00185000
946,20180215  17:40:34,AAPL  181116P00190000
947,20180222  14:30:36,AAPL  181116P00195000
948,20180215  17:40:34,AAPL  181116P00200000
949,20180216  18:17:08,AAPL  180329C00200000
950,20180216  16:46:28,AAPL  180329P00200000
951,20180216  14:53:32,AAPL  180518C00210000
952,20180223  20:20:50,AAPL  180518P00210000
953,20180216  18:13:12,AAPL  180817C00210000
954,20180216  17:43:52,AAPL  180817C00220000
955,20180223  19:52:18,AAPL  180817C00230000
956,20180221  14:55:16,AAPL  180817C00240000
957,20180313  19:46:58,AAPL  180817P00210000
958,20171122  16:00:00,AAPL  180817P00220000
959,20171122  16:00:00,AAPL  180817P00230000
960,20171122  16:00:00,AAPL  180817P00240000
961,20180220  14:35:42,AAPL  181116C00210000
962,20180216  19:29:04,AAPL  181116C00220000
963,20180216  18:47:30,AAPL  181116C00230000
964,20180221  15:52:19,AAPL  181116C00240000
965,20180226  17:42:07,AAPL  181116C00250000
966,20180216  18:55:21,AAPL  181116P00210000
967,20171122  16:00:00,AAPL  181116P00220000
968,20171122  16:00:00,AAPL  181116P00230000
969,20171122  16:00:00,AAPL  181116P00240000
970,20171122  16:00:00,AAPL  181116P00250000
971,20180221  18:46:06,AAPL  180316C00152500
972,20180221  14:40:23,AAPL  180316C00157500
973,20180220  14:39:53,AAPL  180316C00162500
974,20180220  14:31:01,AAPL  180316C00167500
975,20180220  14:33:32,AAPL  180316C00172500
976,20180220  14:32:46,AAPL  180316C00177500
977,20180220  14:48:55,AAPL  180316C00182500
978,20180220  14:30:49,AAPL  180316C00187500
979,20180220  14:49:41,AAPL  180316C00192500
980,20180221  14:37:31,AAPL  180316C00197500
981,20180220  15:03:22,AAPL  180316C00202500
982,20180220  14:48:55,AAPL  180316P00152500
983,20180220  14:34:10,AAPL  180316P00157500
984,20180220  14:31:05,AAPL  180316P00162500
985,20180220  14:33:26,AAPL  180316P00167500
986,20180220  14:33:19,AAPL  180316P00172500
987,20180220  14:44:00,AAPL  180316P00177500
988,20180220  14:48:44,AAPL  180316P00182500
989,20180223  16:25:50,AAPL  180316P00187500
990,20180313  18:33:31,AAPL  180316P00192500
991,20180308  16:18:59,AAPL  180316P00197500
992,20171122  16:00:00,AAPL  180316P00202500
993,20171122  16:00:00,AAPL  181019C00100000
994,20171122  16:00:00,AAPL  181019C00105000
995,20171122  16:00:00,AAPL  181019C00010000
996,20171122  16:00:00,AAPL  181019C00110000
997,20171122  16:00:00,AAPL  181019C00115000
998,20171122  16:00:00,AAPL  181019C00012500
999,20171122  16:00:00,AAPL  181019C00120000
1000,20171122  16:00:00,AAPL  181019C00125000
1001,20180228  19:31:55,AAPL  181019C00130000
1002,20180221  16:14:47,AAPL  181019C00135000
1003,20180220  16:55:11,AAPL  181019C00140000
1004,20180227  15:20:39,AAPL  181019C00145000
1005,20171122  16:00:00,AAPL  181019C00280000
1006,20171122  16:00:00,AAPL  181019C00285000
1007,20180228  18:54:54,AAPL  181019C00290000
1008,20171122  16:00:00,AAPL  181019C00295000
1009,20171122  16:00:00,AAPL  181019C00300000
1010,20171122  16:00:00,AAPL  181019C00305000
1011,20171122  16:00:00,AAPL  181019C00030000
1012,20171122  16:00:00,AAPL  181019C00310000
1013,20171122  16:00:00,AAPL  181019C00315000
1014,20171122  16:00:00,AAPL  181019C00320000
1015,20171122  16:00:00,AAPL  181019C00325000
1016,20171122  16:00:00,AAPL  181019C00330000
1017,20171122  16:00:00,AAPL  181019C00335000
1018,20171122  16:00:00,AAPL  181019C00340000
1019,20171122  16:00:00,AAPL  181019C00050000
1020,20171122  16:00:00,AAPL  181019C00055000
1021,20171122  16:00:00,AAPL  181019C00005000
1022,20171122  16:00:00,AAPL  181019C00060000
1023,20171122  16:00:00,AAPL  181019C00065000
1024,20171122  16:00:00,AAPL  181019C00007500
1025,20171122  16:00:00,AAPL  181019C00070000
1026,20171122  16:00:00,AAPL  181019C00075000
1027,20171122  16:00:00,AAPL  181019C00080000
1028,20171122  16:00:00,AAPL  181019C00085000
1029,20171122  16:00:00,AAPL  181019C00090000
1030,20171122  16:00:00,AAPL  181019C00095000
1031,20180227  20:36:13,AAPL  181019P00100000
1032,20180312  19:47:12,AAPL  181019P00105000
1033,20171122  16:00:00,AAPL  181019P00010000
1034,20171122  16:00:00,AAPL  181019P00110000
1035,20180223  15:07:00,AAPL  181019P00115000
1036,20171122  16:00:00,AAPL  181019P00012500
1037,20180220  15:34:03,AAPL  181019P00120000
1038,20180220  14:52:05,AAPL  181019P00125000
1039,20180221  20:41:35,AAPL  181019P00130000
1040,20180220  14:46:40,AAPL  181019P00135000
1041,20180220  14:51:19,AAPL  181019P00140000
1042,20180220  17:03:34,AAPL  181019P00145000
1043,20180220  17:03:34,AAPL  181019P00150000
1044,20180220  16:17:25,AAPL  181019P00155000
1045,20171122  16:00:00,AAPL  181019P00015000
1046,20180220  15:24:52,AAPL  181019P00160000
1047,20180220  15:01:16,AAPL  181019P00165000
1048,20171122  16:00:00,AAPL  181019P00017500
1049,20180220  15:42:53,AAPL  181019P00170000
1050,20180220  20:10:05,AAPL  181019P00175000
1051,20180220  18:02:31,AAPL  181019P00180000
1052,20180220  19:52:05,AAPL  181019P00185000
1053,20180228  18:58:04,AAPL  181019P00190000
1054,20180312  17:22:40,AAPL  181019P00195000
1055,20171122  16:00:00,AAPL  181019P00002500
1056,20180228  16:06:59,AAPL  181019P00200000
1057,20180228  18:58:04,AAPL  181019P00205000
1058,20171122  16:00:00,AAPL  181019P00020000
1059,20180309  14:59:37,AAPL  181019P00210000
1060,20171122  16:00:00,AAPL  181019P00215000
1061,20171122  16:00:00,AAPL  181019P00022500
1062,20171122  16:00:00,AAPL  181019P00220000
1063,20171122  16:00:00,AAPL  181019P00225000
1064,20171122  16:00:00,AAPL  181019P00230000
1065,20171122  16:00:00,AAPL  181019P00235000
1066,20171122  16:00:00,AAPL  181019P00240000
1067,20171122  16:00:00,AAPL  181019P00245000
1068,20171122  16:00:00,AAPL  181019P00250000
1069,20171122  16:00:00,AAPL  181019P00255000
1070,20171122  16:00:00,AAPL  181019P00025000
1071,20171122  16:00:00,AAPL  181019P00260000
1072,20171122  16:00:00,AAPL  181019P00265000
1073,20171122  16:00:00,AAPL  181019P00270000
1074,20171122  16:00:00,AAPL  181019P00275000
1075,20171122  16:00:00,AAPL  181019P00280000
1076,20171122  16:00:00,AAPL  181019P00285000
1077,20171122  16:00:00,AAPL  181019P00290000
1078,20171122  16:00:00,AAPL  181019P00295000
1079,20171122  16:00:00,AAPL  181019P00300000
1080,20171122  16:00:00,AAPL  181019P00305000
1081,20171122  16:00:00,AAPL  181019P00030000
1082,20171122  16:00:00,AAPL  181019P00310000
1083,20171122  16:00:00,AAPL  181019P00315000
1084,20171122  16:00:00,AAPL  181019P00320000
1085,20171122  16:00:00,AAPL  181019P00325000
1086,20171122  16:00:00,AAPL  181019P00330000
1087,20171122  16:00:00,AAPL  181019P00335000
1088,20171122  16:00:00,AAPL  181019P00340000
1089,20171122  16:00:00,AAPL  181019P00035000
1090,20180305  19:50:51,AAPL  181019P00040000
1091,20171122  16:00:00,AAPL  181019P00045000
1092,20171122  16:00:00,AAPL  181019P00050000
1093,20171122  16:00:00,AAPL  181019P00055000
1094,20171122  16:00:00,AAPL  181019P00005000
1095,20171122  16:00:00,AAPL  181019P00060000
1096,20171122  16:00:00,AAPL  181019P00065000
1097,20171122  16:00:00,AAPL  181019P00007500
1098,20171122  16:00:00,AAPL  181019P00070000
1099,20171122  16:00:00,AAPL  181019P00075000
1100,20180221  19:02:14,AAPL  181019P00080000
1101,20180223  20:59:55,AAPL  181019P00085000
1102,20171122  16:00:00,AAPL  181019P00090000
1103,20171122  16:00:00,AAPL  181019P00095000
1104,20171122  16:00:00,AAPL  180323C00207500
1105,20171122  16:00:00,AAPL  180323P00207500
1106,20180223  19:57:47,AAPL  180406C00145000
1107,20171122  16:00:00,AAPL  180406C00146000
1108,20171122  16:00:00,AAPL  180406C00147000
1109,20171122  16:00:00,AAPL  180406C00148000
1110,20171122  16:00:00,AAPL  180406C00149000
1111,20180301  19:13:49,AAPL  180406C00150000
1112,20180226  18:09:57,AAPL  180406C00152500
1113,20180226  15:10:22,AAPL  180406C00155000
1114,20180226  14:30:58,AAPL  180406C00157500
1115,20180223  14:50:23,AAPL  180406C00160000
1116,20180223  15:52:29,AAPL  180406C00162500
1117,20180223  17:47:05,AAPL  180406C00165000
1118,20180222  20:43:14,AAPL  180406C00167500
1119,20180222  15:00:26,AAPL  180406C00170000
1120,20180222  15:11:15,AAPL  180406C00172500
1121,20180222  15:28:57,AAPL  180406C00175000
1122,20180222  16:15:43,AAPL  180406C00177500
1123,20180222  14:55:29,AAPL  180406C00180000
1124,20180222  15:27:10,AAPL  180406C00182500
1125,20180222  15:27:10,AAPL  180406C00185000
1126,20180222  16:19:13,AAPL  180406C00187500
1127,20180222  15:06:37,AAPL  180406C00190000
1128,20180223  16:27:14,AAPL  180406C00192500
1129,20180226  15:02:42,AAPL  180406C00195000
1130,20180223  16:22:31,AAPL  180406C00197500
1131,20180226  17:48:30,AAPL  180406C00200000
1132,20180228  16:11:32,AAPL  180406C00202500
1133,20180226  16:30:01,AAPL  180406C00205000
1134,20171122  16:00:00,AAPL  180406C00207500
1135,20180223  15:22:10,AAPL  180406P00145000
1136,20180307  19:13:21,AAPL  180406P00146000
1137,20180228  15:56:46,AAPL  180406P00147000
1138,20180222  16:53:25,AAPL  180406P00148000
1139,20180222  16:53:25,AAPL  180406P00149000
1140,20180226  16:30:01,AAPL  180406P00150000
1141,20180222  15:19:51,AAPL  180406P00152500
1142,20180222  15:18:21,AAPL  180406P00155000
1143,20180222  15:47:58,AAPL  180406P00157500
1144,20180222  14:36:11,AAPL  180406P00160000
1145,20180222  15:20:01,AAPL  180406P00162500
1146,20180222  14:52:50,AAPL  180406P00165000
1147,20180222  14:34:17,AAPL  180406P00167500
1148,20180222  15:46:31,AAPL  180406P00170000
1149,20180222  15:46:31,AAPL  180406P00172500
1150,20180222  14:59:02,AAPL  180406P00175000
1151,20180222  14:59:02,AAPL  180406P00177500
1152,20180223  17:54:43,AAPL  180406P00180000
1153,20180222  15:56:39,AAPL  180406P00182500
1154,20180223  18:04:00,AAPL  180406P00185000
1155,20180222  15:56:39,AAPL  180406P00187500
1156,20180228  15:10:27,AAPL  180406P00190000
1157,20171122  16:00:00,AAPL  180406P00192500
