,conId,symbol,secType,lastTradeDateOrContractMonth,strike,right,multiplier,exchange,primaryExchange,currency,localSymbol,tradingClass,includeExpired,secIdType,secId,comboLegsDescrip,comboLegs,underComp
610,305214627,AAPL,OPT,2018/3/9,144,P,100,SMART,,USD,AAPL  180309P00144000,AAPL,FALSE,,,,,
611,305214630,AAPL,OPT,2018/3/9,145,P,100,SMART,,USD,AAPL  180309P00145000,AAPL,FALSE,,,,,
656,305508888,AAPL,OPT,2018/3/9,140,P,100,SMART,,USD,AAPL  180309P00140000,AAPL,FALSE,,,,,
700,306174173,AAPL,OPT,2018/3/9,142,C,100,SMART,,USD,AAPL  180309C00142000,AAPL,FALSE,,,,,
701,306174177,AAPL,OPT,2018/3/9,141,P,100,SMART,,USD,AAPL  180309P00141000,AAPL,FALSE,,,,,
702,306174180,AAPL,OPT,2018/3/9,142,P,100,SMART,,USD,AAPL  180309P00142000,AAPL,FALSE,,,,,
756,306631045,AAPL,OPT,2018/3/9,130,C,100,SMART,,USD,AAPL  180309C00130000,AAPL,FALSE,,,,,
757,306631050,AAPL,OPT,2018/3/9,135,C,100,SMART,,USD,AAPL  180309C00135000,AAPL,FALSE,,,,,
758,306631055,AAPL,OPT,2018/3/9,138,C,100,SMART,,USD,AAPL  180309C00138000,AAPL,FALSE,,,,,
759,306631057,AAPL,OPT,2018/3/9,139,C,100,SMART,,USD,AAPL  180309C00139000,AAPL,FALSE,,,,,
760,306631060,AAPL,OPT,2018/3/9,130,P,100,SMART,,USD,AAPL  180309P00130000,AAPL,FALSE,,,,,
761,306631067,AAPL,OPT,2018/3/9,135,P,100,SMART,,USD,AAPL  180309P00135000,AAPL,FALSE,,,,,
762,306631070,AAPL,OPT,2018/3/9,138,P,100,SMART,,USD,AAPL  180309P00138000,AAPL,FALSE,,,,,
763,306631074,AAPL,OPT,2018/3/9,139,P,100,SMART,,USD,AAPL  180309P00139000,AAPL,FALSE,,,,,
1108,309075948,AAPL,OPT,2018/3/9,212.5,C,100,SMART,,USD,AAPL  180309C00212500,AAPL,FALSE,,,,,
1109,309075984,AAPL,OPT,2018/3/9,215,C,100,SMART,,USD,AAPL  180309C00215000,AAPL,FALSE,,,,,
1110,309075999,AAPL,OPT,2018/3/9,212.5,P,100,SMART,,USD,AAPL  180309P00212500,AAPL,FALSE,,,,,
1111,309076006,AAPL,OPT,2018/3/9,220,P,100,SMART,,USD,AAPL  180309P00220000,AAPL,FALSE,,,,,
1451,304357519,AAPL,OPT,2018/3/9,146,C,100,SMART,,USD,AAPL  180309C00146000,AAPL,FALSE,,,,,
1452,304357531,AAPL,OPT,2018/3/9,149,C,100,SMART,,USD,AAPL  180309C00149000,AAPL,FALSE,,,,,
1453,304357543,AAPL,OPT,2018/3/9,155,C,100,SMART,,USD,AAPL  180309C00155000,AAPL,FALSE,,,,,
1454,304357544,AAPL,OPT,2018/3/9,157.5,C,100,SMART,,USD,AAPL  180309C00157500,AAPL,FALSE,,,,,
1455,304357555,AAPL,OPT,2018/3/9,162.5,C,100,SMART,,USD,AAPL  180309C00162500,AAPL,FALSE,,,,,
1456,304357558,AAPL,OPT,2018/3/9,165,C,100,SMART,,USD,AAPL  180309C00165000,AAPL,FALSE,,,,,
1457,304357564,AAPL,OPT,2018/3/9,170,C,100,SMART,,USD,AAPL  180309C00170000,AAPL,FALSE,,,,,
1458,304357584,AAPL,OPT,2018/3/9,182.5,C,100,SMART,,USD,AAPL  180309C00182500,AAPL,FALSE,,,,,
1459,304357589,AAPL,OPT,2018/3/9,185,C,100,SMART,,USD,AAPL  180309C00185000,AAPL,FALSE,,,,,
1460,304357599,AAPL,OPT,2018/3/9,190,C,100,SMART,,USD,AAPL  180309C00190000,AAPL,FALSE,,,,,
1461,304357609,AAPL,OPT,2018/3/9,197.5,C,100,SMART,,USD,AAPL  180309C00197500,AAPL,FALSE,,,,,
1462,304357624,AAPL,OPT,2018/3/9,207.5,C,100,SMART,,USD,AAPL  180309C00207500,AAPL,FALSE,,,,,
1463,304357635,AAPL,OPT,2018/3/9,146,P,100,SMART,,USD,AAPL  180309P00146000,AAPL,FALSE,,,,,
1464,304357655,AAPL,OPT,2018/3/9,152.5,P,100,SMART,,USD,AAPL  180309P00152500,AAPL,FALSE,,,,,
1465,304357668,AAPL,OPT,2018/3/9,162.5,P,100,SMART,,USD,AAPL  180309P00162500,AAPL,FALSE,,,,,
1466,304357678,AAPL,OPT,2018/3/9,167.5,P,100,SMART,,USD,AAPL  180309P00167500,AAPL,FALSE,,,,,
1467,304357685,AAPL,OPT,2018/3/9,172.5,P,100,SMART,,USD,AAPL  180309P00172500,AAPL,FALSE,,,,,
1468,304357695,AAPL,OPT,2018/3/9,177.5,P,100,SMART,,USD,AAPL  180309P00177500,AAPL,FALSE,,,,,
1469,305214623,AAPL,OPT,2018/3/9,143,P,100,SMART,,USD,AAPL  180309P00143000,AAPL,FALSE,,,,,
1484,305508882,AAPL,OPT,2018/3/9,140,C,100,SMART,,USD,AAPL  180309C00140000,AAPL,FALSE,,,,,
1486,306174168,AAPL,OPT,2018/3/9,141,C,100,SMART,,USD,AAPL  180309C00141000,AAPL,FALSE,,,,,
1596,309075989,AAPL,OPT,2018/3/9,220,C,100,SMART,,USD,AAPL  180309C00220000,AAPL,FALSE,,,,,
1597,309075994,AAPL,OPT,2018/3/9,225,C,100,SMART,,USD,AAPL  180309C00225000,AAPL,FALSE,,,,,
1598,309076003,AAPL,OPT,2018/3/9,215,P,100,SMART,,USD,AAPL  180309P00215000,AAPL,FALSE,,,,,
1599,309076009,AAPL,OPT,2018/3/9,225,P,100,SMART,,USD,AAPL  180309P00225000,AAPL,FALSE,,,,,
450,303454457,AAPL,OPT,2018/3/16,100,C,100,SMART,,USD,AAPL  180316C00100000,AAPL,FALSE,,,,,
451,303454460,AAPL,OPT,2018/3/16,105,C,100,SMART,,USD,AAPL  180316C00105000,AAPL,FALSE,,,,,
452,303454466,AAPL,OPT,2018/3/16,10,C,100,SMART,,USD,AAPL  180316C00010000,AAPL,FALSE,,,,,
453,303454472,AAPL,OPT,2018/3/16,115,C,100,SMART,,USD,AAPL  180316C00115000,AAPL,FALSE,,,,,
454,303454489,AAPL,OPT,2018/3/16,130,C,100,SMART,,USD,AAPL  180316C00130000,AAPL,FALSE,,,,,
455,303454492,AAPL,OPT,2018/3/16,135,C,100,SMART,,USD,AAPL  180316C00135000,AAPL,FALSE,,,,,
456,303454496,AAPL,OPT,2018/3/16,140,C,100,SMART,,USD,AAPL  180316C00140000,AAPL,FALSE,,,,,
268,288693063,AAPL,OPT,2020/1/17,115,C,100,SMART,,USD,AAPL  200117C00115000,AAPL,FALSE,,,,,
269,288693064,AAPL,OPT,2020/1/17,120,C,100,SMART,,USD,AAPL  200117C00120000,AAPL,FALSE,,,,,
270,288693084,AAPL,OPT,2020/1/17,145,C,100,SMART,,USD,AAPL  200117C00145000,AAPL,FALSE,,,,,
271,288693103,AAPL,OPT,2020/1/17,165,C,100,SMART,,USD,AAPL  200117C00165000,AAPL,FALSE,,,,,
272,288693131,AAPL,OPT,2020/1/17,200,C,100,SMART,,USD,AAPL  200117C00200000,AAPL,FALSE,,,,,
273,288693134,AAPL,OPT,2020/1/17,210,C,100,SMART,,USD,AAPL  200117C00210000,AAPL,FALSE,,,,,
274,288693136,AAPL,OPT,2020/1/17,115,P,100,SMART,,USD,AAPL  200117P00115000,AAPL,FALSE,,,,,
275,288693141,AAPL,OPT,2020/1/17,120,P,100,SMART,,USD,AAPL  200117P00120000,AAPL,FALSE,,,,,
276,288693146,AAPL,OPT,2020/1/17,125,P,100,SMART,,USD,AAPL  200117P00125000,AAPL,FALSE,,,,,
277,288693151,AAPL,OPT,2020/1/17,130,P,100,SMART,,USD,AAPL  200117P00130000,AAPL,FALSE,,,,,
278,288693161,AAPL,OPT,2020/1/17,145,P,100,SMART,,USD,AAPL  200117P00145000,AAPL,FALSE,,,,,
279,288693170,AAPL,OPT,2020/1/17,155,P,100,SMART,,USD,AAPL  200117P00155000,AAPL,FALSE,,,,,
280,288693175,AAPL,OPT,2020/1/17,160,P,100,SMART,,USD,AAPL  200117P00160000,AAPL,FALSE,,,,,
281,288693181,AAPL,OPT,2020/1/17,170,P,100,SMART,,USD,AAPL  200117P00170000,AAPL,FALSE,,,,,
282,288693184,AAPL,OPT,2020/1/17,175,P,100,SMART,,USD,AAPL  200117P00175000,AAPL,FALSE,,,,,
283,288693189,AAPL,OPT,2020/1/17,180,P,100,SMART,,USD,AAPL  200117P00180000,AAPL,FALSE,,,,,
284,288693194,AAPL,OPT,2020/1/17,185,P,100,SMART,,USD,AAPL  200117P00185000,AAPL,FALSE,,,,,
285,288693201,AAPL,OPT,2020/1/17,195,P,100,SMART,,USD,AAPL  200117P00195000,AAPL,FALSE,,,,,
286,288693204,AAPL,OPT,2020/1/17,200,P,100,SMART,,USD,AAPL  200117P00200000,AAPL,FALSE,,,,,
287,288693211,AAPL,OPT,2020/1/17,210,P,100,SMART,,USD,AAPL  200117P00210000,AAPL,FALSE,,,,,
288,288939708,AAPL,OPT,2020/1/17,100,C,100,SMART,,USD,AAPL  200117C00100000,AAPL,FALSE,,,,,
289,288939713,AAPL,OPT,2020/1/17,105,C,100,SMART,,USD,AAPL  200117C00105000,AAPL,FALSE,,,,,
290,288939716,AAPL,OPT,2020/1/17,110,C,100,SMART,,USD,AAPL  200117C00110000,AAPL,FALSE,,,,,
291,288939723,AAPL,OPT,2020/1/17,220,C,100,SMART,,USD,AAPL  200117C00220000,AAPL,FALSE,,,,,
292,288939726,AAPL,OPT,2020/1/17,230,C,100,SMART,,USD,AAPL  200117C00230000,AAPL,FALSE,,,,,
293,288939728,AAPL,OPT,2020/1/17,240,C,100,SMART,,USD,AAPL  200117C00240000,AAPL,FALSE,,,,,
294,288939733,AAPL,OPT,2020/1/17,85,C,100,SMART,,USD,AAPL  200117C00085000,AAPL,FALSE,,,,,
295,288939738,AAPL,OPT,2020/1/17,90,C,100,SMART,,USD,AAPL  200117C00090000,AAPL,FALSE,,,,,
296,288939743,AAPL,OPT,2020/1/17,95,C,100,SMART,,USD,AAPL  200117C00095000,AAPL,FALSE,,,,,
297,288939747,AAPL,OPT,2020/1/17,100,P,100,SMART,,USD,AAPL  200117P00100000,AAPL,FALSE,,,,,
298,288939750,AAPL,OPT,2020/1/17,105,P,100,SMART,,USD,AAPL  200117P00105000,AAPL,FALSE,,,,,
299,288939753,AAPL,OPT,2020/1/17,110,P,100,SMART,,USD,AAPL  200117P00110000,AAPL,FALSE,,,,,
300,288939756,AAPL,OPT,2020/1/17,220,P,100,SMART,,USD,AAPL  200117P00220000,AAPL,FALSE,,,,,
301,288939762,AAPL,OPT,2020/1/17,230,P,100,SMART,,USD,AAPL  200117P00230000,AAPL,FALSE,,,,,
302,288939767,AAPL,OPT,2020/1/17,240,P,100,SMART,,USD,AAPL  200117P00240000,AAPL,FALSE,,,,,
303,288939768,AAPL,OPT,2020/1/17,85,P,100,SMART,,USD,AAPL  200117P00085000,AAPL,FALSE,,,,,
304,288939773,AAPL,OPT,2020/1/17,90,P,100,SMART,,USD,AAPL  200117P00090000,AAPL,FALSE,,,,,
305,288939779,AAPL,OPT,2020/1/17,95,P,100,SMART,,USD,AAPL  200117P00095000,AAPL,FALSE,,,,,
306,289149919,AAPL,OPT,2020/1/17,80,P,100,SMART,,USD,AAPL  200117P00080000,AAPL,FALSE,,,,,
307,294668701,AAPL,OPT,2020/1/17,250,C,100,SMART,,USD,AAPL  200117C00250000,AAPL,FALSE,,,,,
308,294668705,AAPL,OPT,2020/1/17,250,P,100,SMART,,USD,AAPL  200117P00250000,AAPL,FALSE,,,,,
309,295378460,AAPL,OPT,2018/6/15,260,C,100,SMART,,USD,AAPL  180615C00260000,AAPL,FALSE,,,,,
310,295378464,AAPL,OPT,2018/6/15,260,P,100,SMART,,USD,AAPL  180615P00260000,AAPL,FALSE,,,,,
311,295378469,AAPL,OPT,2018/9/21,260,C,100,SMART,,USD,AAPL  180921C00260000,AAPL,FALSE,,,,,
312,295378474,AAPL,OPT,2018/9/21,260,P,100,SMART,,USD,AAPL  180921P00260000,AAPL,FALSE,,,,,
313,295378479,AAPL,OPT,2019/1/18,260,C,100,SMART,,USD,AAPL  190118C00260000,AAPL,FALSE,,,,,
314,295378481,AAPL,OPT,2019/1/18,260,P,100,SMART,,USD,AAPL  190118P00260000,AAPL,FALSE,,,,,
315,295378484,AAPL,OPT,2020/1/17,260,C,100,SMART,,USD,AAPL  200117C00260000,AAPL,FALSE,,,,,
316,295378491,AAPL,OPT,2020/1/17,260,P,100,SMART,,USD,AAPL  200117P00260000,AAPL,FALSE,,,,,
317,296631375,AAPL,OPT,2018/7/20,100,C,100,SMART,,USD,AAPL  180720C00100000,AAPL,FALSE,,,,,
318,296631377,AAPL,OPT,2018/7/20,105,C,100,SMART,,USD,AAPL  180720C00105000,AAPL,FALSE,,,,,
319,296631380,AAPL,OPT,2018/7/20,10,C,100,SMART,,USD,AAPL  180720C00010000,AAPL,FALSE,,,,,
320,296631387,AAPL,OPT,2018/7/20,110,C,100,SMART,,USD,AAPL  180720C00110000,AAPL,FALSE,,,,,
321,296631390,AAPL,OPT,2018/7/20,115,C,100,SMART,,USD,AAPL  180720C00115000,AAPL,FALSE,,,,,
322,296631394,AAPL,OPT,2018/7/20,12.5,C,100,SMART,,USD,AAPL  180720C00012500,AAPL,FALSE,,,,,
323,296631399,AAPL,OPT,2018/7/20,120,C,100,SMART,,USD,AAPL  180720C00120000,AAPL,FALSE,,,,,
324,296631400,AAPL,OPT,2018/7/20,125,C,100,SMART,,USD,AAPL  180720C00125000,AAPL,FALSE,,,,,
325,296631405,AAPL,OPT,2018/7/20,130,C,100,SMART,,USD,AAPL  180720C00130000,AAPL,FALSE,,,,,
326,296631411,AAPL,OPT,2018/7/20,135,C,100,SMART,,USD,AAPL  180720C00135000,AAPL,FALSE,,,,,
327,296631414,AAPL,OPT,2018/7/20,140,C,100,SMART,,USD,AAPL  180720C00140000,AAPL,FALSE,,,,,
328,296631417,AAPL,OPT,2018/7/20,145,C,100,SMART,,USD,AAPL  180720C00145000,AAPL,FALSE,,,,,
329,296631420,AAPL,OPT,2018/7/20,150,C,100,SMART,,USD,AAPL  180720C00150000,AAPL,FALSE,,,,,
330,296631427,AAPL,OPT,2018/7/20,155,C,100,SMART,,USD,AAPL  180720C00155000,AAPL,FALSE,,,,,
331,296631430,AAPL,OPT,2018/7/20,15,C,100,SMART,,USD,AAPL  180720C00015000,AAPL,FALSE,,,,,
332,296631433,AAPL,OPT,2018/7/20,160,C,100,SMART,,USD,AAPL  180720C00160000,AAPL,FALSE,,,,,
333,296631442,AAPL,OPT,2018/7/20,17.5,C,100,SMART,,USD,AAPL  180720C00017500,AAPL,FALSE,,,,,
334,296631447,AAPL,OPT,2018/7/20,170,C,100,SMART,,USD,AAPL  180720C00170000,AAPL,FALSE,,,,,
335,296631448,AAPL,OPT,2018/7/20,175,C,100,SMART,,USD,AAPL  180720C00175000,AAPL,FALSE,,,,,
336,296631457,AAPL,OPT,2018/7/20,185,C,100,SMART,,USD,AAPL  180720C00185000,AAPL,FALSE,,,,,
337,296631460,AAPL,OPT,2018/7/20,190,C,100,SMART,,USD,AAPL  180720C00190000,AAPL,FALSE,,,,,
338,296631467,AAPL,OPT,2018/7/20,195,C,100,SMART,,USD,AAPL  180720C00195000,AAPL,FALSE,,,,,
339,296631470,AAPL,OPT,2018/7/20,2.5,C,100,SMART,,USD,AAPL  180720C00002500,AAPL,FALSE,,,,,
340,296631477,AAPL,OPT,2018/7/20,205,C,100,SMART,,USD,AAPL  180720C00205000,AAPL,FALSE,,,,,
341,296631482,AAPL,OPT,2018/7/20,20,C,100,SMART,,USD,AAPL  180720C00020000,AAPL,FALSE,,,,,
342,296631490,AAPL,OPT,2018/7/20,215,C,100,SMART,,USD,AAPL  180720C00215000,AAPL,FALSE,,,,,
343,296631495,AAPL,OPT,2018/7/20,22.5,C,100,SMART,,USD,AAPL  180720C00022500,AAPL,FALSE,,,,,
344,296631496,AAPL,OPT,2018/7/20,220,C,100,SMART,,USD,AAPL  180720C00220000,AAPL,FALSE,,,,,
345,296631501,AAPL,OPT,2018/7/20,225,C,100,SMART,,USD,AAPL  180720C00225000,AAPL,FALSE,,,,,
346,296631507,AAPL,OPT,2018/7/20,230,C,100,SMART,,USD,AAPL  180720C00230000,AAPL,FALSE,,,,,
347,296631510,AAPL,OPT,2018/7/20,235,C,100,SMART,,USD,AAPL  180720C00235000,AAPL,FALSE,,,,,
348,296631513,AAPL,OPT,2018/7/20,240,C,100,SMART,,USD,AAPL  180720C00240000,AAPL,FALSE,,,,,
349,296631516,AAPL,OPT,2018/7/20,245,C,100,SMART,,USD,AAPL  180720C00245000,AAPL,FALSE,,,,,
350,296631520,AAPL,OPT,2018/7/20,250,C,100,SMART,,USD,AAPL  180720C00250000,AAPL,FALSE,,,,,
351,296631525,AAPL,OPT,2018/7/20,255,C,100,SMART,,USD,AAPL  180720C00255000,AAPL,FALSE,,,,,
352,296631530,AAPL,OPT,2018/7/20,25,C,100,SMART,,USD,AAPL  180720C00025000,AAPL,FALSE,,,,,
353,296631535,AAPL,OPT,2018/7/20,260,C,100,SMART,,USD,AAPL  180720C00260000,AAPL,FALSE,,,,,
354,296631537,AAPL,OPT,2018/7/20,265,C,100,SMART,,USD,AAPL  180720C00265000,AAPL,FALSE,,,,,
355,296631540,AAPL,OPT,2018/7/20,270,C,100,SMART,,USD,AAPL  180720C00270000,AAPL,FALSE,,,,,
356,296631547,AAPL,OPT,2018/7/20,275,C,100,SMART,,USD,AAPL  180720C00275000,AAPL,FALSE,,,,,
357,296631550,AAPL,OPT,2018/7/20,280,C,100,SMART,,USD,AAPL  180720C00280000,AAPL,FALSE,,,,,
358,296631552,AAPL,OPT,2018/7/20,285,C,100,SMART,,USD,AAPL  180720C00285000,AAPL,FALSE,,,,,
359,296631562,AAPL,OPT,2018/7/20,295,C,100,SMART,,USD,AAPL  180720C00295000,AAPL,FALSE,,,,,
360,296631567,AAPL,OPT,2018/7/20,300,C,100,SMART,,USD,AAPL  180720C00300000,AAPL,FALSE,,,,,
361,296631569,AAPL,OPT,2018/7/20,305,C,100,SMART,,USD,AAPL  180720C00305000,AAPL,FALSE,,,,,
362,296631572,AAPL,OPT,2018/7/20,30,C,100,SMART,,USD,AAPL  180720C00030000,AAPL,FALSE,,,,,
363,296631579,AAPL,OPT,2018/7/20,310,C,100,SMART,,USD,AAPL  180720C00310000,AAPL,FALSE,,,,,
364,296631582,AAPL,OPT,2018/7/20,315,C,100,SMART,,USD,AAPL  180720C00315000,AAPL,FALSE,,,,,
365,296631586,AAPL,OPT,2018/7/20,320,C,100,SMART,,USD,AAPL  180720C00320000,AAPL,FALSE,,,,,
366,296631591,AAPL,OPT,2018/7/20,325,C,100,SMART,,USD,AAPL  180720C00325000,AAPL,FALSE,,,,,
367,296631597,AAPL,OPT,2018/7/20,335,C,100,SMART,,USD,AAPL  180720C00335000,AAPL,FALSE,,,,,
368,296631609,AAPL,OPT,2018/7/20,40,C,100,SMART,,USD,AAPL  180720C00040000,AAPL,FALSE,,,,,
369,296631612,AAPL,OPT,2018/7/20,45,C,100,SMART,,USD,AAPL  180720C00045000,AAPL,FALSE,,,,,
370,296631617,AAPL,OPT,2018/7/20,50,C,100,SMART,,USD,AAPL  180720C00050000,AAPL,FALSE,,,,,
371,296631620,AAPL,OPT,2018/7/20,55,C,100,SMART,,USD,AAPL  180720C00055000,AAPL,FALSE,,,,,
372,296631627,AAPL,OPT,2018/7/20,5,C,100,SMART,,USD,AAPL  180720C00005000,AAPL,FALSE,,,,,
373,296631630,AAPL,OPT,2018/7/20,60,C,100,SMART,,USD,AAPL  180720C00060000,AAPL,FALSE,,,,,
374,296631632,AAPL,OPT,2018/7/20,65,C,100,SMART,,USD,AAPL  180720C00065000,AAPL,FALSE,,,,,
375,296631637,AAPL,OPT,2018/7/20,7.5,C,100,SMART,,USD,AAPL  180720C00007500,AAPL,FALSE,,,,,
376,296631642,AAPL,OPT,2018/7/20,70,C,100,SMART,,USD,AAPL  180720C00070000,AAPL,FALSE,,,,,
377,296631647,AAPL,OPT,2018/7/20,75,C,100,SMART,,USD,AAPL  180720C00075000,AAPL,FALSE,,,,,
378,296631651,AAPL,OPT,2018/7/20,80,C,100,SMART,,USD,AAPL  180720C00080000,AAPL,FALSE,,,,,
379,296631657,AAPL,OPT,2018/7/20,90,C,100,SMART,,USD,AAPL  180720C00090000,AAPL,FALSE,,,,,
380,296631660,AAPL,OPT,2018/7/20,95,C,100,SMART,,USD,AAPL  180720C00095000,AAPL,FALSE,,,,,
381,296631672,AAPL,OPT,2018/7/20,10,P,100,SMART,,USD,AAPL  180720P00010000,AAPL,FALSE,,,,,
382,296631682,AAPL,OPT,2018/7/20,115,P,100,SMART,,USD,AAPL  180720P00115000,AAPL,FALSE,,,,,
383,296631687,AAPL,OPT,2018/7/20,12.5,P,100,SMART,,USD,AAPL  180720P00012500,AAPL,FALSE,,,,,
384,296631688,AAPL,OPT,2018/7/20,120,P,100,SMART,,USD,AAPL  180720P00120000,AAPL,FALSE,,,,,
385,296631693,AAPL,OPT,2018/7/20,125,P,100,SMART,,USD,AAPL  180720P00125000,AAPL,FALSE,,,,,
386,296631702,AAPL,OPT,2018/7/20,135,P,100,SMART,,USD,AAPL  180720P00135000,AAPL,FALSE,,,,,
387,296631705,AAPL,OPT,2018/7/20,140,P,100,SMART,,USD,AAPL  180720P00140000,AAPL,FALSE,,,,,
388,296631708,AAPL,OPT,2018/7/20,145,P,100,SMART,,USD,AAPL  180720P00145000,AAPL,FALSE,,,,,
389,296631712,AAPL,OPT,2018/7/20,150,P,100,SMART,,USD,AAPL  180720P00150000,AAPL,FALSE,,,,,
390,296631717,AAPL,OPT,2018/7/20,155,P,100,SMART,,USD,AAPL  180720P00155000,AAPL,FALSE,,,,,
391,296631727,AAPL,OPT,2018/7/20,160,P,100,SMART,,USD,AAPL  180720P00160000,AAPL,FALSE,,,,,
392,296631729,AAPL,OPT,2018/7/20,165,P,100,SMART,,USD,AAPL  180720P00165000,AAPL,FALSE,,,,,
393,296631739,AAPL,OPT,2018/7/20,170,P,100,SMART,,USD,AAPL  180720P00170000,AAPL,FALSE,,,,,
394,296631747,AAPL,OPT,2018/7/20,180,P,100,SMART,,USD,AAPL  180720P00180000,AAPL,FALSE,,,,,
395,296631750,AAPL,OPT,2018/7/20,185,P,100,SMART,,USD,AAPL  180720P00185000,AAPL,FALSE,,,,,
396,296631767,AAPL,OPT,2018/7/20,200,P,100,SMART,,USD,AAPL  180720P00200000,AAPL,FALSE,,,,,
397,296631768,AAPL,OPT,2018/7/20,205,P,100,SMART,,USD,AAPL  180720P00205000,AAPL,FALSE,,,,,
398,296631773,AAPL,OPT,2018/7/20,20,P,100,SMART,,USD,AAPL  180720P00020000,AAPL,FALSE,,,,,
399,296631787,AAPL,OPT,2018/7/20,22.5,P,100,SMART,,USD,AAPL  180720P00022500,AAPL,FALSE,,,,,
400,296631790,AAPL,OPT,2018/7/20,220,P,100,SMART,,USD,AAPL  180720P00220000,AAPL,FALSE,,,,,
401,296631802,AAPL,OPT,2018/7/20,235,P,100,SMART,,USD,AAPL  180720P00235000,AAPL,FALSE,,,,,
402,296631807,AAPL,OPT,2018/7/20,240,P,100,SMART,,USD,AAPL  180720P00240000,AAPL,FALSE,,,,,
403,296631811,AAPL,OPT,2018/7/20,245,P,100,SMART,,USD,AAPL  180720P00245000,AAPL,FALSE,,,,,
404,296631814,AAPL,OPT,2018/7/20,250,P,100,SMART,,USD,AAPL  180720P00250000,AAPL,FALSE,,,,,
405,296631817,AAPL,OPT,2018/7/20,255,P,100,SMART,,USD,AAPL  180720P00255000,AAPL,FALSE,,,,,
406,296631820,AAPL,OPT,2018/7/20,25,P,100,SMART,,USD,AAPL  180720P00025000,AAPL,FALSE,,,,,
407,296631826,AAPL,OPT,2018/7/20,260,P,100,SMART,,USD,AAPL  180720P00260000,AAPL,FALSE,,,,,
408,296631831,AAPL,OPT,2018/7/20,265,P,100,SMART,,USD,AAPL  180720P00265000,AAPL,FALSE,,,,,
409,296631832,AAPL,OPT,2018/7/20,270,P,100,SMART,,USD,AAPL  180720P00270000,AAPL,FALSE,,,,,
410,296631837,AAPL,OPT,2018/7/20,275,P,100,SMART,,USD,AAPL  180720P00275000,AAPL,FALSE,,,,,
411,296631841,AAPL,OPT,2018/7/20,280,P,100,SMART,,USD,AAPL  180720P00280000,AAPL,FALSE,,,,,
412,296631844,AAPL,OPT,2018/7/20,285,P,100,SMART,,USD,AAPL  180720P00285000,AAPL,FALSE,,,,,
413,296631851,AAPL,OPT,2018/7/20,290,P,100,SMART,,USD,AAPL  180720P00290000,AAPL,FALSE,,,,,
414,296631854,AAPL,OPT,2018/7/20,295,P,100,SMART,,USD,AAPL  180720P00295000,AAPL,FALSE,,,,,
415,296631856,AAPL,OPT,2018/7/20,300,P,100,SMART,,USD,AAPL  180720P00300000,AAPL,FALSE,,,,,
416,296631861,AAPL,OPT,2018/7/20,305,P,100,SMART,,USD,AAPL  180720P00305000,AAPL,FALSE,,,,,
417,296631866,AAPL,OPT,2018/7/20,30,P,100,SMART,,USD,AAPL  180720P00030000,AAPL,FALSE,,,,,
418,296631871,AAPL,OPT,2018/7/20,310,P,100,SMART,,USD,AAPL  180720P00310000,AAPL,FALSE,,,,,
419,296631874,AAPL,OPT,2018/7/20,315,P,100,SMART,,USD,AAPL  180720P00315000,AAPL,FALSE,,,,,
420,296631879,AAPL,OPT,2018/7/20,320,P,100,SMART,,USD,AAPL  180720P00320000,AAPL,FALSE,,,,,
421,296631880,AAPL,OPT,2018/7/20,325,P,100,SMART,,USD,AAPL  180720P00325000,AAPL,FALSE,,,,,
422,296631885,AAPL,OPT,2018/7/20,330,P,100,SMART,,USD,AAPL  180720P00330000,AAPL,FALSE,,,,,
423,296631891,AAPL,OPT,2018/7/20,335,P,100,SMART,,USD,AAPL  180720P00335000,AAPL,FALSE,,,,,
424,296631894,AAPL,OPT,2018/7/20,340,P,100,SMART,,USD,AAPL  180720P00340000,AAPL,FALSE,,,,,
425,296631897,AAPL,OPT,2018/7/20,35,P,100,SMART,,USD,AAPL  180720P00035000,AAPL,FALSE,,,,,
426,296631900,AAPL,OPT,2018/7/20,40,P,100,SMART,,USD,AAPL  180720P00040000,AAPL,FALSE,,,,,
427,296631904,AAPL,OPT,2018/7/20,45,P,100,SMART,,USD,AAPL  180720P00045000,AAPL,FALSE,,,,,
428,296631909,AAPL,OPT,2018/7/20,50,P,100,SMART,,USD,AAPL  180720P00050000,AAPL,FALSE,,,,,
429,296631914,AAPL,OPT,2018/7/20,55,P,100,SMART,,USD,AAPL  180720P00055000,AAPL,FALSE,,,,,
430,296631919,AAPL,OPT,2018/7/20,5,P,100,SMART,,USD,AAPL  180720P00005000,AAPL,FALSE,,,,,
431,296631921,AAPL,OPT,2018/7/20,60,P,100,SMART,,USD,AAPL  180720P00060000,AAPL,FALSE,,,,,
432,296631924,AAPL,OPT,2018/7/20,65,P,100,SMART,,USD,AAPL  180720P00065000,AAPL,FALSE,,,,,
433,296631931,AAPL,OPT,2018/7/20,7.5,P,100,SMART,,USD,AAPL  180720P00007500,AAPL,FALSE,,,,,
434,296631934,AAPL,OPT,2018/7/20,70,P,100,SMART,,USD,AAPL  180720P00070000,AAPL,FALSE,,,,,
435,296631937,AAPL,OPT,2018/7/20,75,P,100,SMART,,USD,AAPL  180720P00075000,AAPL,FALSE,,,,,
436,296631940,AAPL,OPT,2018/7/20,80,P,100,SMART,,USD,AAPL  180720P00080000,AAPL,FALSE,,,,,
